,Position,Edge,Path,Total
0,1121,267,38,1426
1,1118,268,37,1423
2,1115,263,37,1415
3,1111,263,37,1411
4,1114,259,36,1409
5,1112,260,36,1408
6,1111,261,36,1408
7,1113,261,36,1410
8,1112,257,35,1404
9,1112,254,35,1401
10,1114,250,35,1399
11,1113,250,37,1400
12,1110,250,36,1396
13,1108,248,37,1393
14,1108,246,37,1391
15,1103,245,37,1385
16,1096,245,38,1379
17,1093,248,38,1379
18,1094,246,38,1378
19,1088,245,39,1372
20,1081,244,39,1364
21,1079,247,39,1365
22,1082,244,42,1368
23,1082,242,41,1365
24,1080,242,41,1363
25,1080,241,41,1362
26,1075,236,41,1352
27,1077,232,41,1350
28,1073,231,41,1345
29,1080,232,39,1351
30,1077,233,40,1350
31,1076,232,40,1348
32,1075,233,39,1347
33,1072,233,39,1344
34,1076,230,39,1345
35,1079,230,39,1348
36,1077,230,39,1346
37,1071,230,39,1340
38,1065,233,39,1337
39,1062,234,39,1335
40,1067,232,38,1337
41,1069,227,38,1334
42,1067,226,38,1331
43,1063,225,39,1327
44,1066,222,39,1327
45,1062,221,39,1322
46,1058,223,37,1318
47,1059,227,37,1323
48,1055,226,38,1319
49,1052,226,37,1315
50,1049,224,36,1309
51,1054,221,35,1310
52,1051,220,35,1306
53,1051,222,34,1307
54,1051,223,34,1308
55,1048,223,34,1305
56,1041,220,35,1296
57,1039,221,35,1295
58,1041,223,35,1299
59,1039,222,35,1296
60,1034,219,37,1290
61,1035,223,37,1295
62,1041,225,36,1302
63,1043,225,35,1303
64,1042,223,35,1300
65,1039,219,35,1293
66,1041,216,35,1292
67,1042,213,35,1290
68,1046,212,34,1292
69,1044,215,33,1292
70,1043,215,34,1292
71,1035,217,33,1285
72,1030,216,33,1279
73,1030,216,33,1279
74,1028,217,33,1278
75,1027,218,33,1278
76,1019,218,33,1270
77,1015,218,32,1265
78,1010,217,35,1262
79,1012,215,35,1262
80,1015,214,32,1261
81,1014,211,32,1257
82,1004,213,32,1249
83,1006,210,32,1248
84,1001,210,31,1242
85,1001,210,30,1241
86,997,211,30,1238
87,990,214,30,1234
88,985,214,30,1229
89,979,209,30,1218
90,978,210,30,1218
91,972,207,30,1209
92,972,207,31,1210
93,971,206,31,1208
94,968,203,32,1203
95,972,202,31,1205
96,964,199,30,1193
97,960,199,28,1187
98,959,198,28,1185
99,954,199,29,1182
100,953,199,29,1181
101,950,199,29,1178
102,948,199,29,1176
103,947,199,29,1175
104,947,197,28,1172
105,945,197,28,1170
106,941,198,28,1167
107,934,195,28,1157
108,936,193,28,1157
109,937,193,28,1158
110,936,194,28,1158
111,934,193,27,1154
112,924,191,27,1142
113,921,190,25,1136
114,919,191,25,1135
115,918,191,25,1134
116,915,189,25,1129
117,914,189,25,1128
118,906,190,25,1121
119,907,187,25,1119
120,906,188,25,1119
121,906,187,25,1118
122,901,186,25,1112
123,909,184,24,1117
124,902,183,24,1109
125,901,183,24,1108
126,899,182,23,1104
127,900,181,22,1103
128,903,182,22,1107
129,900,181,21,1102
130,897,180,22,1099
131,895,179,22,1096
132,892,178,22,1092
133,893,177,22,1092
134,886,175,23,1084
135,885,174,23,1082
136,876,178,23,1077
137,881,177,23,1081
138,882,176,23,1081
139,875,176,23,1074
140,874,174,23,1071
141,873,174,23,1070
142,873,173,23,1069
143,869,173,23,1065
144,869,173,21,1063
