,Position,Edge,Path,Total
498,63,2,0,65
499,62,2,0,64
500,61,2,0,63
501,60,2,0,62
502,59,2,0,61
503,58,2,0,60
504,57,2,0,59
505,57,2,0,59
506,56,2,0,58
507,55,2,0,57
508,54,2,0,56
509,53,2,0,55
510,52,2,0,54
511,51,2,0,53
512,50,2,0,52
513,49,2,0,51
514,48,2,0,50
515,47,2,0,49
516,46,2,0,48
517,45,2,0,47
518,44,2,0,46
519,43,2,0,45
520,42,2,0,44
521,41,2,0,43
522,40,2,0,42
523,39,2,0,41
524,38,2,0,40
525,37,2,0,39
526,36,2,0,38
527,35,2,0,37
528,34,2,0,36
529,32,0,0,32
530,31,0,0,31
531,30,0,0,30
532,29,0,0,29
533,28,0,0,28
534,27,0,0,27
535,26,0,0,26
536,25,0,0,25
537,24,0,0,24
538,23,0,0,23
539,22,0,0,22
540,21,0,0,21
541,20,0,0,20
542,19,0,0,19
543,18,0,0,18
544,17,0,0,17
545,16,0,0,16
546,15,0,0,15
547,14,0,0,14
548,13,0,0,13
549,12,0,0,12
550,11,0,0,11
551,10,0,0,10
552,9,0,0,9
553,8,0,0,8
554,7,0,0,7
555,6,0,0,6
556,5,0,0,5
557,4,0,0,4
558,3,0,0,3
559,2,0,0,2
560,1,0,0,1
561,0,0,0,0
