,Position,Edge,Path,Total
0,296,62,2,360
1,297,62,2,361
2,291,61,2,354
3,290,60,2,352
4,289,60,2,351
5,288,59,2,349
6,286,59,2,347
7,286,59,2,347
8,289,57,1,347
9,291,56,1,348
10,290,56,1,347
11,285,55,1,341
12,286,53,1,340
13,286,55,1,342
14,284,54,1,339
15,283,53,1,337
16,279,55,1,335
17,278,54,1,333
18,272,56,1,329
19,271,57,2,330
20,270,56,2,328
21,270,56,2,328
22,269,56,2,327
23,270,55,2,327
24,269,55,3,327
25,270,53,4,327
26,265,52,4,321
27,260,51,4,315
28,259,50,4,313
29,255,51,4,310
30,251,50,4,305
31,252,49,4,305
32,252,48,4,304
33,254,45,4,303
34,252,44,4,300
35,251,43,4,298
36,249,43,4,296
37,247,42,4,293
38,247,41,4,292
39,247,39,4,290
40,245,39,4,288
41,240,40,4,284
42,236,41,4,281
43,237,42,3,282
44,233,44,3,280
45,230,46,3,279
46,231,45,3,279
47,234,43,3,280
48,234,43,3,280
49,231,43,3,277
50,230,43,3,276
51,228,44,4,276
52,229,43,3,275
53,229,42,3,274
54,229,42,3,274
55,228,43,3,274
56,227,43,3,273
57,226,42,4,272
58,225,41,3,269
59,226,40,3,269
60,224,39,3,266
61,218,39,3,260
62,216,38,3,257
63,215,38,3,256
64,216,38,3,257
65,216,36,3,255
66,214,37,3,254
67,211,38,3,252
68,212,37,3,252
69,207,39,3,249
70,208,36,3,247
71,205,35,3,243
72,200,36,3,239
73,200,34,3,237
74,199,34,2,235
75,198,34,2,234
76,195,34,2,231
77,192,35,2,229
78,192,34,2,228
79,193,32,2,227
80,189,31,2,222
81,189,30,2,221
82,190,29,2,221
83,189,29,2,220
84,188,29,2,219
85,189,28,1,218
86,189,27,1,217
87,187,27,1,215
88,188,26,1,215
89,187,26,1,214
90,187,25,1,213
91,187,25,1,213
92,187,23,1,211
93,184,23,1,208
94,185,21,1,207
95,185,22,1,208
96,186,21,1,208
97,181,21,1,203
98,181,20,1,202
99,179,20,1,200
100,176,21,1,198
101,176,19,1,196
102,174,20,0,194
103,173,20,0,193
104,171,20,0,191
105,170,20,1,191
106,167,20,1,188
107,166,20,1,187
108,165,16,1,182
109,164,16,1,181
110,165,15,1,181
111,164,15,1,180
112,162,14,1,177
113,159,14,1,174
114,160,13,1,174
115,158,14,1,173
116,158,14,1,173
117,156,14,1,171
118,155,13,1,169
119,153,13,1,167
120,154,11,1,166
121,153,11,1,165
122,152,11,1,164
123,151,10,1,162
124,150,10,1,161
125,149,10,1,160
126,146,12,2,160
127,144,12,2,158
128,143,12,2,157
129,144,11,3,158
130,143,11,3,157
131,139,11,3,153
132,136,10,3,149
133,134,12,4,150
134,133,12,4,149
135,132,12,4,148
136,129,11,4,144
137,127,11,4,142
138,126,11,4,141
139,126,10,4,140
140,126,9,4,139
141,125,9,4,138
142,124,9,3,136
143,123,9,3,135
144,120,9,3,132
145,120,10,3,133
146,119,7,3,129
147,120,5,3,128
148,117,5,3,125
149,115,5,3,123
150,111,5,3,119
151,109,5,2,116
152,107,5,2,114
153,104,5,2,111
154,104,5,2,111
155,103,5,2,110
156,101,5,2,108
157,101,5,2,108
158,100,5,2,107
159,96,5,2,103
160,95,5,2,102
161,94,5,2,101
162,94,5,2,101
163,95,6,1,102
164,94,6,1,101
165,93,6,1,100
166,91,6,1,98
167,92,4,1,97
168,91,4,1,96
169,90,4,1,95
170,89,2,1,92
171,85,1,1,87
172,86,1,0,87
173,84,1,0,85
174,83,1,0,84
175,82,1,0,83
176,81,1,0,82
177,76,1,0,77
178,74,1,0,75
179,73,1,0,74
180,72,1,0,73
181,71,1,0,72
182,71,1,0,72
183,70,0,0,70
184,68,0,0,68
185,67,0,0,67
186,65,0,0,65
187,64,0,0,64
188,63,0,0,63
189,61,0,0,61
190,60,0,0,60
191,59,0,0,59
192,58,0,0,58
193,56,0,0,56
194,55,0,0,55
195,54,0,0,54
196,52,0,0,52
197,51,0,0,51
198,50,0,0,50
199,49,0,0,49
200,48,0,0,48
201,47,0,0,47
202,46,0,0,46
203,45,0,0,45
204,44,0,0,44
205,41,0,0,41
206,40,0,0,40
207,38,0,0,38
208,37,0,0,37
209,36,0,0,36
210,35,0,0,35
211,34,0,0,34
212,33,0,0,33
213,32,0,0,32
214,31,0,0,31
215,30,0,0,30
216,29,0,0,29
217,27,0,0,27
218,26,0,0,26
219,25,0,0,25
220,24,0,0,24
221,23,0,0,23
222,20,0,0,20
223,19,0,0,19
224,18,0,0,18
225,17,0,0,17
226,16,0,0,16
227,15,0,0,15
228,14,0,0,14
229,13,0,0,13
230,12,0,0,12
231,11,0,0,11
232,10,0,0,10
233,9,0,0,9
234,8,0,0,8
235,7,0,0,7
236,5,0,0,5
237,4,0,0,4
238,3,0,0,3
239,2,0,0,2
240,1,0,0,1
241,0,0,0,0
