,Position,Edge,Path,Total
0,1172,285,39,1496
1,1173,285,39,1497
2,1173,282,39,1494
3,1171,285,39,1495
4,1177,281,38,1496
5,1171,284,37,1492
6,1170,286,37,1493
7,1170,283,36,1489
8,1169,276,37,1482
9,1167,277,37,1481
10,1166,276,36,1478
11,1166,272,36,1474
12,1164,269,35,1468
13,1160,269,36,1465
14,1160,269,36,1465
15,1162,262,36,1460
16,1160,263,36,1459
17,1157,263,37,1457
18,1158,262,37,1457
19,1158,262,36,1456
20,1151,261,36,1448
21,1149,260,36,1445
22,1150,258,36,1444
23,1144,259,37,1440
24,1140,258,38,1436
25,1136,259,38,1433
26,1134,259,36,1429
27,1131,260,36,1427
28,1126,264,38,1428
29,1116,267,38,1421
30,1117,265,38,1420
31,1103,263,39,1405
32,1102,260,40,1402
33,1102,262,39,1403
34,1101,262,39,1402
35,1100,263,39,1402
36,1099,263,40,1402
37,1101,260,40,1401
38,1105,255,40,1400
39,1101,254,40,1395
40,1102,255,40,1397
41,1102,254,43,1399
42,1103,250,43,1396
43,1104,247,42,1393
44,1103,247,42,1392
45,1102,246,42,1390
46,1103,247,42,1392
47,1099,247,41,1387
48,1100,248,41,1389
49,1094,251,41,1386
50,1099,254,42,1395
51,1096,254,43,1393
52,1094,255,43,1392
53,1084,253,43,1380
54,1082,253,44,1379
55,1081,254,46,1381
56,1078,253,46,1377
57,1080,252,46,1378
58,1079,255,46,1380
59,1083,253,46,1382
60,1080,251,46,1377
61,1083,246,45,1374
62,1080,246,45,1371
63,1082,244,45,1371
64,1082,243,45,1370
65,1087,239,44,1370
66,1076,235,46,1357
67,1072,237,46,1355
68,1070,237,46,1353
69,1064,237,46,1347
70,1060,237,47,1344
71,1062,239,47,1348
72,1056,237,48,1341
73,1056,237,48,1341
74,1054,235,48,1337
75,1053,238,49,1340
76,1053,236,49,1338
77,1047,237,48,1332
78,1043,235,48,1326
79,1035,234,47,1316
80,1031,237,50,1318
81,1030,237,50,1317
82,1028,238,50,1316
83,1029,236,50,1315
84,1028,236,50,1314
85,1035,230,49,1314
86,1038,228,48,1314
87,1036,229,48,1313
88,1036,227,48,1311
89,1035,225,47,1307
90,1032,221,47,1300
91,1028,222,48,1298
92,1024,219,48,1291
93,1025,217,49,1291
94,1024,217,48,1289
95,1021,217,45,1283
96,1021,219,44,1284
97,1018,220,42,1280
98,1015,221,42,1278
99,1011,222,42,1275
100,1010,225,40,1275
101,1006,225,40,1271
102,1002,224,40,1266
103,1002,224,40,1266
104,1001,224,40,1265
105,1001,225,39,1265
106,1001,223,39,1263
107,1000,222,39,1261
108,998,218,38,1254
109,993,221,38,1252
110,990,222,38,1250
111,984,221,38,1243
112,985,220,38,1243
113,981,219,38,1238
114,976,219,39,1234
115,979,214,36,1229
116,978,214,36,1228
117,973,215,36,1224
118,970,214,35,1219
119,966,213,36,1215
120,965,212,36,1213
121,962,213,36,1211
122,960,212,37,1209
123,959,211,37,1207
124,958,208,37,1203
125,955,207,35,1197
126,958,205,33,1196
127,957,203,32,1192
128,967,200,29,1196
129,961,198,31,1190
130,955,199,29,1183
131,954,196,30,1180
132,951,194,32,1177
133,951,194,31,1176
134,947,194,30,1171
135,943,195,30,1168
136,943,194,30,1167
137,945,192,30,1167
138,939,189,30,1158
139,937,187,30,1154
140,943,187,30,1160
141,941,185,31,1157
142,944,182,30,1156
143,942,181,30,1153
144,943,181,29,1153
145,940,182,29,1151
146,938,182,29,1149
147,941,180,29,1150
148,940,180,30,1150
149,941,180,30,1151
150,937,180,30,1147
151,936,178,30,1144
152,931,177,30,1138
153,935,174,29,1138
154,940,169,27,1136
155,942,168,27,1137
156,943,167,27,1137
157,942,168,26,1136
158,938,169,26,1133
159,932,165,26,1123
160,925,169,28,1122
161,922,166,28,1116
162,920,166,28,1114
163,915,167,28,1110
164,917,164,28,1109
165,914,166,28,1108
166,909,161,28,1098
167,902,160,29,1091
168,899,158,29,1086
169,901,157,28,1086
170,901,157,27,1085
171,899,155,27,1081
172,899,153,26,1078
