,Position,Edge,Path,Total
345,1055,240,43,1338
346,1055,239,43,1337
347,1052,240,42,1334
348,1056,240,42,1338
349,1054,235,43,1332
350,1060,230,41,1331
351,1058,231,40,1329
352,1057,230,42,1329
353,1057,229,42,1328
354,1053,231,42,1326
355,1052,231,42,1325
356,1058,232,41,1331
357,1061,235,38,1334
358,1065,231,39,1335
359,1064,229,40,1333
360,1065,228,40,1333
361,1064,228,40,1332
362,1066,224,40,1330
363,1071,225,40,1336
364,1065,224,40,1329
365,1060,223,40,1323
366,1059,222,40,1321
367,1057,221,40,1318
368,1054,220,41,1315
369,1050,221,41,1312
370,1047,220,41,1308
371,1047,215,41,1303
372,1043,212,41,1296
373,1042,214,41,1297
374,1040,214,41,1295
375,1040,213,41,1294
376,1036,210,42,1288
377,1029,210,42,1281
378,1028,209,42,1279
379,1028,208,42,1278
380,1029,207,42,1278
381,1028,207,42,1277
