,Position,Edge,Path,Total
286,760,206,23,989
287,760,206,23,989
288,761,204,23,988
289,761,202,23,986
290,759,198,23,980
291,758,198,23,979
292,763,193,24,980
293,762,194,24,980
294,759,195,22,976
295,759,194,23,976
296,760,192,23,975
297,760,189,23,972
298,759,190,23,972
299,758,191,23,972
300,756,191,23,970
301,754,192,23,969
302,752,194,20,966
303,751,195,19,965
304,750,195,19,964
305,751,193,19,963
306,752,193,19,964
307,749,192,20,961
308,749,190,20,959
309,744,191,20,955
310,742,191,20,953
311,741,190,20,951
312,739,189,20,948
313,736,190,20,946
314,736,189,20,945
315,731,187,20,938
316,731,185,20,936
317,727,188,20,935
318,721,192,20,933
319,720,191,20,931
320,722,192,19,933
321,723,194,18,935
322,719,191,18,928
323,718,191,18,927
324,716,191,18,925
325,708,189,19,916
326,707,189,19,915
327,710,187,18,915
328,712,183,19,914
329,712,183,19,914
330,711,183,17,911
331,708,185,17,910
332,710,185,16,911
333,711,185,16,912
334,713,185,16,914
335,707,186,16,909
336,704,185,16,905
337,700,188,16,904
338,699,187,16,902
339,700,184,16,900
340,691,189,17,897
341,687,191,17,895
342,686,191,17,894
343,686,190,16,892
344,687,188,15,890
345,680,191,15,886
346,679,191,15,885
347,677,191,15,883
348,679,188,15,882
349,682,190,15,887
350,686,188,15,889
351,683,187,15,885
352,682,188,15,885
353,674,189,15,878
354,675,187,15,877
355,672,184,15,871
356,668,183,15,866
357,669,181,15,865
358,667,183,15,865
359,667,182,15,864
360,670,177,15,862
361,668,178,14,860
362,667,178,14,859
363,668,175,14,857
364,668,173,14,855
365,670,171,14,855
366,669,171,13,853
367,668,171,13,852
368,666,172,13,851
369,668,168,12,848
370,666,168,14,848
371,670,164,14,848
372,671,162,14,847
373,671,161,14,846
374,672,161,14,847
375,671,161,14,846
376,666,162,14,842
377,664,162,14,840
378,662,161,14,837
379,661,160,14,835
380,660,158,14,832
381,661,156,14,831
382,662,157,13,832
383,664,156,13,833
384,663,154,13,830
385,663,153,13,829
386,667,149,13,829
387,671,146,12,829
388,669,147,12,828
389,667,148,12,827
390,665,149,13,827
391,660,150,14,824
392,657,149,15,821
393,658,148,15,821
394,656,150,15,821
395,654,151,15,820
396,652,152,15,819
397,651,151,14,816
398,647,153,14,814
399,643,154,15,812
400,645,154,15,814
401,642,153,16,811
402,635,152,16,803
403,632,150,16,798
404,631,148,16,795
405,630,149,16,795
406,628,148,17,793
407,625,145,17,787
408,626,142,16,784
409,625,140,15,780
410,626,138,14,778
411,624,139,13,776
412,623,141,12,776
413,623,138,13,774
414,616,141,12,769
415,616,140,12,768
416,615,140,12,767
417,616,137,12,765
418,615,137,12,764
419,614,140,11,765
420,614,140,11,765
421,613,139,11,763
422,609,142,11,762
423,608,141,11,760
424,612,136,10,758
425,614,134,11,759
426,613,133,10,756
427,611,132,10,753
428,610,131,10,751
429,611,126,10,747
430,609,125,10,744
431,606,125,10,741
432,604,125,10,739
433,603,125,10,738
434,602,125,10,737
435,600,122,10,732
436,598,122,10,730
437,593,123,10,726
438,587,128,10,725
439,587,127,10,724
440,586,126,9,721
441,591,126,10,727
442,593,126,9,728
443,592,122,9,723
444,593,121,8,722
445,591,121,8,720
446,585,126,8,719
447,584,126,8,718
448,584,125,8,717
449,582,125,8,715
450,579,126,8,713
451,579,126,8,713
452,579,125,8,712
453,577,126,8,711
454,578,127,7,712
455,576,128,7,711
456,574,128,7,709
457,569,129,7,705
458,569,128,7,704
459,572,125,8,705
460,566,125,8,699
461,564,124,8,696
462,562,123,8,693
463,558,125,8,691
464,556,123,8,687
465,554,125,8,687
466,556,123,8,687
467,555,123,8,686
468,555,122,8,685
469,553,123,8,684
470,554,122,8,684
471,551,123,8,682
472,550,121,8,679
473,551,121,8,680
474,549,121,8,678
475,547,124,8,679
476,543,121,8,672
477,542,120,8,670
478,540,120,8,668
479,539,120,8,667
480,541,118,9,668
481,538,119,9,666
482,541,116,9,666
483,541,115,9,665
484,540,115,9,664
485,539,117,9,665
486,535,119,9,663
487,535,118,9,662
488,535,113,9,657
489,535,112,9,656
490,534,110,10,654
491,533,110,10,653
492,531,111,10,652
