,Position,Edge,Path,Total
318,462,132,16,610
319,458,133,15,606
320,459,131,14,604
321,458,132,14,604
322,455,134,13,602
323,453,133,14,600
324,454,130,14,598
325,457,128,14,599
326,456,128,14,598
327,456,127,14,597
328,459,125,14,598
329,455,126,14,595
330,455,126,13,594
331,455,125,13,593
332,454,123,13,590
333,452,123,13,588
334,452,121,14,587
335,455,124,13,592
336,456,122,13,591
337,458,121,12,591
338,457,120,12,589
339,454,120,12,586
340,453,120,12,585
341,455,117,12,584
342,455,117,12,584
343,454,117,12,583
344,453,118,11,582
345,456,114,11,581
346,457,113,10,580
347,457,111,11,579
348,458,111,12,581
349,455,112,12,579
350,454,112,12,578
351,453,112,12,577
352,451,112,12,575
353,452,111,13,576
354,458,108,13,579
355,457,109,13,579
356,459,108,13,580
357,458,108,13,579
358,457,107,13,577
359,456,106,13,575
360,454,107,13,574
361,450,108,13,571
362,448,108,13,569
363,446,109,13,568
364,446,108,13,567
365,446,107,13,566
366,446,106,13,565
367,446,105,12,563
368,450,101,12,563
369,448,101,12,561
370,446,102,12,560
371,446,101,12,559
372,446,99,12,557
373,445,98,12,555
374,441,96,9,546
375,435,94,9,538
376,431,96,9,536
377,428,98,9,535
378,424,97,9,530
379,424,99,10,533
380,427,95,10,532
381,427,95,10,532
382,421,97,10,528
383,422,95,10,527
384,422,93,10,525
385,423,93,11,527
386,420,96,11,527
387,418,97,11,526
388,418,97,11,526
389,415,97,10,522
390,411,99,10,520
391,409,99,10,518
392,410,99,10,519
393,412,104,11,527
394,413,104,11,528
395,411,105,10,526
396,409,106,10,525
397,404,108,10,522
398,405,107,10,522
399,409,104,10,523
400,405,105,10,520
401,402,106,10,518
402,403,108,10,521
403,404,105,10,519
404,406,103,10,519
405,400,104,10,514
406,399,103,10,512
407,400,101,11,512
408,399,98,11,508
409,398,98,11,507
410,397,96,11,504
411,397,95,11,503
412,398,93,11,502
413,395,94,11,500
414,395,93,11,499
415,395,93,11,499
416,394,92,11,497
417,395,90,11,496
418,394,89,11,494
419,391,89,10,490
420,392,88,9,489
421,390,88,9,487
422,388,87,9,484
423,388,86,9,483
424,389,85,9,483
425,390,82,9,481
426,388,83,9,480
427,387,84,9,480
428,386,84,9,479
429,386,85,9,480
430,386,85,9,480
431,381,85,9,475
432,380,85,9,474
433,378,85,11,474
434,377,85,11,473
435,375,86,11,472
436,375,84,11,470
437,375,84,11,470
438,370,77,10,457
439,374,77,10,461
440,373,76,10,459
441,372,76,10,458
442,371,76,10,457
443,370,76,10,456
