DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2014,3.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2015,4.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2016,4.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2017,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2018,4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2019,3.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2020,4.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2021,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,NO,2022,3.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2011,10,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2012,10.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2013,10.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2014,9.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2015,7.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2016,6.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2017,5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2018,3.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2019,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2020,3.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2021,3.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PL,2022,2.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2011,13.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2012,16.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2013,17.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2014,14.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2015,13,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2016,11.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2017,9.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2018,7.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2019,6.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2020,7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2021,6.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,PT,2022,6.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2011,9.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2012,8.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2013,9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2014,8.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2015,8.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2016,7.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2017,6.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2018,5.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2019,4.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2020,6.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2021,5.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RO,2022,5.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2011,25,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2012,26,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2013,24.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2014,20.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2015,19,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2016,16.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2017,14.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2018,13.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2019,11.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2020,9.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2021,11.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,RS,2022,9.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2011,8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2012,8.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2013,8.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2014,8.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2015,7.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2016,7.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2017,6.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2018,6.5,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2019,7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2020,8.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2021,8.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SE,2022,7.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2011,8.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2012,8.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2013,10.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2014,9.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2015,9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2016,8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2017,6.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2018,5.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2019,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2020,5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2021,4.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SI,2022,4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2011,13.5,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2012,13.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2013,14.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2014,13.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2015,11.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2016,9.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2017,8.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2018,6.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2019,5.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2020,6.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2021,6.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,SK,2022,6.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2011,8.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2012,8.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2013,8.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2014,9.9,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2015,10.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2016,10.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2017,10.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2018,10.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2019,13.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_ACT,T,TR,2020,13.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2011,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2012,3.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2013,3.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2014,4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2015,4.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2016,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2017,4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2018,3.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2019,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2020,4.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2021,4.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,AT,2022,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2011,4.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2012,4.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2013,5.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2014,5.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2015,5.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2016,4.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2017,4.3,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2018,3.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2019,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2020,3.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2021,3.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BE,2022,3.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2011,7.1,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2012,7.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2013,8.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2014,7.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2015,6.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2016,5.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2017,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2018,3.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2019,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2020,3.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2021,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,BG,2022,2.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2011,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2012,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2013,3.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2014,3.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2015,3.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2016,3.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2017,3.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2018,3.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2019,3.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2020,3.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2021,3.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CH,2022,3.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2011,5.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2012,8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2013,10.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2014,11,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2015,10,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2016,8.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2017,7.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2018,5.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2019,4.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2020,5.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2021,5.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CY,2022,4.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2011,4.2,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2012,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2013,4.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2014,3.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2015,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2016,2.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2017,1.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2018,1.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2019,1.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2020,1.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2021,1.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,CZ,2022,1.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2011,3.6,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2012,3.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2013,3.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2014,3.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2015,2.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2016,2.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2017,2.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2018,2.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2019,2.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2020,2.5,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2021,2.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DE,2022,2.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2011,5.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2012,5.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2013,5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2014,4.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2015,4.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2016,4.1,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2017,4,b
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2018,3.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2019,3.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2020,3.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2021,3.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,DK,2022,3.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2011,6.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2012,7.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2013,7.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2014,7.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2015,7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2016,6.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2017,5.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2018,5.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2019,4.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2020,5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2021,5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EA20,2022,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2011,8.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2012,6.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2013,5.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2014,5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2015,4.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2016,4.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2017,4.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2018,3.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2019,3.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2020,5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2021,4.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EE,2022,4.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2011,10.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2012,14.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2013,16.4,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2014,15.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2015,14.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2016,14.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2017,13,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2018,11.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2019,10.7,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2020,10,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2021,8.6,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EL,2022,7.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2011,14.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2012,16.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2013,17.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2014,16,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2015,14.5,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2016,12.8,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2017,11.2,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2018,9.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2019,9.1,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2020,9.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2021,9.6,d
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,ES,2022,8.4,d
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EU27_2020,2011,6.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EU27_2020,2012,6.9,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EU27_2020,2013,7.3,
ESTAT:TPS00203(1.0),14/12/23 23:00:00,A,Y15-74,PC_POP,T,EU27_2020,2014,6.9,
