DATAFLOW,LAST UPDATE,freq,unit,sector,na_item,geo,TIME_PERIOD,OBS_VALUE,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2014,-381.4,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2015,-363,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2016,-5.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2017,-79.3,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2018,-216.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2019,-148.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2020,-1342.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2021,-2394.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,LV,2022,-1789.3,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2013,-177.5,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2014,-132.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2015,-85.7,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2016,119.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2017,393.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2018,255.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2019,73.3,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2020,-1284.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2021,-1140.7,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,MT,2022,-982.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2013,-19528,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2014,-15136,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2015,-13411,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2016,899,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2017,10121,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2018,11628,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2019,14628,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2020,-29588,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2021,-19466,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,NL,2022,-898,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2013,-16575.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2014,-14910,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2015,-11175.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2016,-10189.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2017,-6951.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2018,-1244.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2019,-3957.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2020,-36424.5,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2021,-10557,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PL,2022,-24078.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2013,-8702.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2014,-12729.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2015,-7995,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2016,-3608.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2017,-5792.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2018,-716.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2019,247.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2020,-11669,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2021,-6215.3,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,PT,2022,-779.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2013,-3258,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2014,-1795.5,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2015,-866.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2016,-4263.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2017,-4726.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2018,-5808.9,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2019,-9688.4,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2020,-20411.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2021,-17295.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,RO,2022,-17889.5,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2013,-6587.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2014,-6817.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2015,-74.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2016,4562.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2017,6644.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2018,3542.7,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2019,2564.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2020,-13475,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2021,78.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SE,2022,6225.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2013,-5314.5,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2014,-2072.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2015,-1106.3,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2016,-776.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2017,-22.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2018,341.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2019,347.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2020,-3597.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2021,-2413.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SI,2022,-1717.2,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2013,-2143.8,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2014,-2370.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2015,-2135.4,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2016,-2092.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2017,-829.5,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2018,-908.6,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2019,-1140.1,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2020,-4999.4,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2021,-5194.7,
ESTAT:GOV_10DD_EDPT1(1.0),23/10/23 11:00:00,A,MIO_EUR,S13,B9,SK,2022,-2215.6,
