,Position,Edge,Path,Total
146,462,129,5,596
147,463,127,5,595
148,461,128,5,594
149,455,129,6,590
150,452,131,6,589
151,458,127,6,591
152,455,128,6,589
153,454,127,6,587
154,452,126,6,584
155,452,124,6,582
156,452,122,6,580
157,452,121,6,579
158,450,123,6,579
159,456,122,4,582
160,454,123,4,581
161,452,121,5,578
162,448,123,5,576
163,447,123,5,575
164,450,123,4,577
165,452,121,4,577
166,449,123,4,576
167,448,123,4,575
168,447,123,4,574
169,440,127,4,571
170,439,127,4,570
171,437,128,4,569
172,438,127,4,569
173,442,123,4,569
174,441,123,4,568
175,441,121,5,567
176,435,121,5,561
177,432,123,5,560
178,432,123,5,560
179,428,125,3,556
180,428,124,3,555
181,427,124,3,554
182,426,124,3,553
183,424,122,3,549
184,421,124,3,548
185,420,124,3,547
186,419,124,3,546
187,421,120,3,544
188,419,122,3,544
189,420,123,3,546
190,422,120,3,545
191,417,125,3,545
192,415,124,4,543
193,412,123,4,539
194,411,123,4,538
195,412,120,4,536
196,414,118,4,536
197,415,116,4,535
198,414,115,4,533
199,412,114,4,530
200,414,111,4,529
201,413,111,3,527
202,413,109,3,525
203,415,108,3,526
204,410,107,3,520
205,414,102,4,520
206,412,103,4,519
207,411,103,4,518
208,409,104,4,517
209,411,102,4,517
210,415,99,4,518
211,414,98,4,516
212,413,96,5,514
213,411,97,5,513
214,410,97,5,512
215,407,99,6,512
216,403,99,6,508
217,400,100,6,506
218,402,99,6,507
219,402,99,6,507
220,400,100,6,506
221,402,97,6,505
222,400,95,6,501
223,399,97,6,502
224,398,96,6,500
225,393,99,6,498
226,390,102,6,498
227,389,100,7,496
228,385,101,7,493
229,383,101,7,491
230,381,102,7,490
231,380,102,7,489
232,383,100,7,490
233,382,100,6,488
234,382,98,7,487
235,384,92,6,482
236,384,92,5,481
237,384,91,5,480
238,388,86,4,478
239,388,85,4,477
240,388,83,4,475
241,387,83,4,474
242,386,83,4,473
243,382,83,5,470
244,380,86,6,472
245,376,87,6,469
246,375,87,6,468
247,378,83,6,467
248,378,82,6,466
249,377,82,6,465
250,377,82,6,465
251,376,83,6,465
252,374,84,6,464
253,373,83,6,462
254,372,83,6,461
255,370,82,6,458
256,366,83,6,455
257,365,83,6,454
258,364,83,6,453
259,362,82,6,450
260,360,83,6,449
261,359,82,6,447
262,357,82,7,446
263,357,82,7,446
264,357,81,6,444
265,358,80,7,445
266,356,82,7,445
267,353,82,6,441
268,355,80,6,441
269,354,81,7,442
270,356,78,7,441
271,353,78,7,438
272,352,78,7,437
273,349,77,7,433
274,350,75,7,432
275,348,72,7,427
276,346,71,7,424
277,343,71,7,421
278,343,70,7,420
279,343,71,7,421
280,340,71,7,418
281,341,69,7,417
282,344,68,6,418
283,343,68,6,417
284,342,67,6,415
285,339,67,6,412
286,341,64,6,411
287,339,64,5,408
288,336,63,5,404
289,334,65,5,404
290,332,64,5,401
291,333,61,5,399
292,332,61,5,398
293,331,63,5,399
294,331,62,5,398
295,329,64,5,398
296,327,63,5,395
297,325,62,5,392
298,325,60,5,390
299,325,60,5,390
300,326,60,5,391
301,326,60,5,391
302,326,59,5,390
303,323,58,5,386
304,323,57,5,385
305,325,53,5,383
306,324,53,5,382
307,319,56,5,380
308,316,56,5,377
309,316,56,5,377
310,315,56,5,376
311,312,56,5,373
312,309,55,5,369
313,308,55,5,368
314,308,54,5,367
315,307,54,5,366
316,310,51,6,367
317,308,50,7,365
318,306,50,6,362
319,306,49,6,361
320,305,51,6,362
321,304,49,6,359
322,303,47,6,356
323,302,47,6,355
324,301,47,6,354
325,301,46,6,353
326,299,46,6,351
327,298,45,6,349
328,294,47,6,347
329,292,46,6,344
330,291,46,6,343
331,287,44,6,337
332,287,43,6,336
333,284,40,5,329
334,284,39,5,328
335,282,39,5,326
336,281,39,5,325
337,280,39,5,324
338,278,38,5,321
339,276,38,5,319
340,272,39,5,316
341,272,39,5,316
342,270,41,5,316
343,271,39,5,315
344,270,39,5,314
345,268,39,5,312
346,268,39,5,312
347,267,39,5,311
348,267,38,5,310
349,267,37,5,309
350,266,36,5,307
351,265,36,5,306
352,263,36,5,304
353,262,36,5,303
354,262,36,5,303
355,263,36,4,303
356,262,36,4,302
357,258,37,4,299
358,257,37,4,298
359,259,36,3,298
360,258,35,3,296
361,257,40,4,301
362,256,40,4,300
363,255,40,4,299
364,252,39,4,295
365,251,38,4,293
366,250,38,4,292
367,248,38,4,290
368,245,38,4,287
369,242,38,5,285
370,241,38,5,284
371,241,37,5,283
372,239,36,5,280
373,235,37,5,277
374,232,37,4,273
375,232,36,4,272
376,227,38,4,269
377,227,37,4,268
378,226,35,4,265
379,225,35,4,264
380,226,34,4,264
381,224,33,4,261
382,224,32,4,260
383,223,32,4,259
384,224,30,4,258
385,225,28,4,257
386,224,28,4,256
387,223,28,4,255
388,226,25,5,256
389,227,24,5,256
390,226,23,5,254
391,231,22,4,257
392,230,20,4,254
393,228,19,4,251
394,226,19,4,249
395,225,19,4,248
396,224,19,4,247
397,222,19,4,245
398,219,21,4,244
399,219,21,3,243
400,218,20,2,240
401,217,20,2,239
402,216,20,2,238
403,215,20,2,237
404,214,20,2,236
405,211,18,2,231
406,212,18,2,232
407,211,15,2,228
408,211,15,1,227
409,210,15,1,226
410,208,15,1,224
411,207,15,1,223
412,203,14,2,219
413,201,15,1,217
414,201,15,1,217
415,202,12,1,215
416,199,10,1,210
417,197,8,1,206
418,195,8,1,204
419,194,8,1,203
420,192,9,1,202
421,193,8,1,202
422,191,8,1,200
423,190,8,1,199
424,188,8,1,197
425,187,8,1,196
426,186,8,1,195
427,185,8,1,194
428,184,8,1,193
429,182,8,1,191
430,180,8,1,189
431,180,7,1,188
432,180,7,2,189
433,180,6,2,188
434,179,6,2,187
435,178,6,2,186
436,177,6,2,185
437,177,6,2,185
438,175,6,2,183
439,173,6,2,181
440,172,6,2,180
441,171,6,2,179
442,170,6,2,178
443,169,6,2,177
444,168,5,2,175
445,166,5,2,173
446,165,5,2,172
447,164,5,2,171
448,163,5,2,170
449,161,4,2,167
450,159,5,2,166
451,158,5,2,165
452,157,5,2,164
453,156,5,2,163
454,155,5,2,162
455,155,4,2,161
456,154,4,2,160
457,152,4,2,158
458,151,4,2,157
459,150,4,2,156
460,149,4,2,155
461,147,4,2,153
462,148,3,2,153
463,147,3,2,152
464,146,3,2,151
465,144,3,2,149
466,143,3,2,148
467,142,3,2,147
468,141,3,2,146
469,140,3,2,145
470,139,3,2,144
471,136,2,2,140
472,135,2,2,139
473,133,3,2,138
474,132,3,2,137
475,132,2,2,136
476,131,2,2,135
477,130,2,2,134
478,130,2,2,134
479,129,2,2,133
480,130,2,1,133
481,129,2,1,132
482,128,2,1,131
483,127,2,1,130
484,124,2,1,127
485,123,2,1,126
486,122,2,1,125
487,122,2,1,125
488,121,2,1,124
489,120,2,1,123
490,119,2,1,122
491,118,2,1,121
492,117,2,1,120
493,117,2,1,120
494,116,2,1,119
495,115,2,1,118
496,114,2,1,117
497,113,2,1,116
498,112,2,1,115
499,111,2,1,114
500,110,2,1,113
501,111,1,1,113
502,110,1,1,112
503,108,1,1,110
504,107,1,1,109
505,106,1,1,108
506,105,1,1,107
507,103,1,1,105
508,103,0,0,103
509,102,0,0,102
510,100,0,0,100
511,99,0,0,99
512,98,0,0,98
513,97,0,0,97
514,96,0,0,96
515,96,0,0,96
516,95,0,0,95
517,94,0,0,94
518,93,0,0,93
519,91,0,0,91
520,90,0,0,90
521,89,0,0,89
522,89,0,0,89
523,88,0,0,88
524,87,0,0,87
525,86,0,0,86
526,85,0,0,85
527,84,0,0,84
528,82,0,0,82
529,81,0,0,81
530,80,0,0,80
531,79,0,0,79
532,78,0,0,78
533,77,0,0,77
534,74,0,0,74
535,73,0,0,73
536,72,0,0,72
537,70,0,0,70
538,69,0,0,69
539,68,0,0,68
540,67,0,0,67
541,66,0,0,66
542,65,0,0,65
543,65,0,0,65
544,64,0,0,64
545,63,0,0,63
546,62,0,0,62
547,61,0,0,61
548,60,0,0,60
549,59,0,0,59
550,58,0,0,58
551,57,0,0,57
552,55,0,0,55
553,54,0,0,54
554,53,0,0,53
555,52,0,0,52
556,51,0,0,51
557,50,0,0,50
558,49,0,0,49
559,48,0,0,48
560,46,0,0,46
561,44,0,0,44
562,42,0,0,42
563,41,0,0,41
564,39,0,0,39
565,38,0,0,38
566,37,0,0,37
567,36,0,0,36
568,35,0,0,35
569,34,0,0,34
570,33,0,0,33
571,32,0,0,32
572,31,0,0,31
573,30,0,0,30
574,29,0,0,29
575,27,0,0,27
576,26,0,0,26
577,25,0,0,25
578,24,0,0,24
579,23,0,0,23
580,21,0,0,21
581,20,0,0,20
582,19,0,0,19
583,18,0,0,18
584,16,0,0,16
585,15,0,0,15
586,14,0,0,14
587,13,0,0,13
588,12,0,0,12
589,11,0,0,11
590,10,0,0,10
591,9,0,0,9
592,7,0,0,7
593,6,0,0,6
594,5,0,0,5
595,4,0,0,4
596,2,0,0,2
597,1,0,0,1
598,0,0,0,0
